"as_of","location","target","target_end_date","observation"
2025-12-10,"athens","Flu ED visits pct",2025-11-08,0.37
2025-12-10,"athens","Flu ED visits pct",2025-11-15,0.67
2025-12-10,"athens","Flu ED visits pct",2025-11-22,1.38
2025-12-10,"athens","Flu ED visits pct",2025-11-29,1.75
2025-12-10,"athens","Flu ED visits pct",2025-12-06,2.29
2025-12-10,"floyd","Flu ED visits pct",2025-08-02,0.08
2025-12-10,"floyd","Flu ED visits pct",2025-08-09,0.05
2025-12-10,"floyd","Flu ED visits pct",2025-08-16,0.07
2025-12-10,"floyd","Flu ED visits pct",2025-08-23,0.14
2025-12-10,"floyd","Flu ED visits pct",2025-08-30,0.02
2025-12-10,"floyd","Flu ED visits pct",2025-09-06,0.07
2025-12-10,"floyd","Flu ED visits pct",2025-09-13,0
2025-12-10,"floyd","Flu ED visits pct",2025-09-20,0.12
2025-12-10,"floyd","Flu ED visits pct",2025-09-27,0.07
2025-12-10,"floyd","Flu ED visits pct",2025-10-04,0.05
2025-12-10,"floyd","Flu ED visits pct",2025-10-11,0.07
2025-12-10,"floyd","Flu ED visits pct",2025-10-18,0
2025-12-10,"floyd","Flu ED visits pct",2025-10-25,0.13
2025-12-10,"floyd","Flu ED visits pct",2025-11-01,0.16
2025-12-10,"floyd","Flu ED visits pct",2025-11-08,0.17
2025-12-10,"floyd","Flu ED visits pct",2025-11-15,0.45
2025-12-10,"floyd","Flu ED visits pct",2025-11-22,0.93
2025-12-10,"floyd","Flu ED visits pct",2025-11-29,1.27
2025-12-10,"floyd","Flu ED visits pct",2025-12-06,1.34
2025-12-10,"macon","Flu ED visits pct",2025-08-02,0.02
2025-12-10,"macon","Flu ED visits pct",2025-08-09,0.19
2025-12-10,"macon","Flu ED visits pct",2025-08-16,0.12
2025-12-10,"macon","Flu ED visits pct",2025-08-23,0.42
2025-12-10,"macon","Flu ED visits pct",2025-08-30,0.75
2025-12-10,"macon","Flu ED visits pct",2025-09-06,0.29
2025-12-10,"macon","Flu ED visits pct",2025-09-13,0.06
2025-12-10,"macon","Flu ED visits pct",2025-09-20,0.06
2025-12-10,"macon","Flu ED visits pct",2025-09-27,0.08
2025-12-10,"macon","Flu ED visits pct",2025-10-04,0.04
2025-12-10,"macon","Flu ED visits pct",2025-10-11,0.21
2025-12-10,"macon","Flu ED visits pct",2025-10-18,0.52
2025-12-10,"macon","Flu ED visits pct",2025-10-25,0.6
2025-12-10,"macon","Flu ED visits pct",2025-11-01,0.66
2025-12-10,"macon","Flu ED visits pct",2025-11-08,0.56
2025-12-10,"macon","Flu ED visits pct",2025-11-15,0.35
2025-12-10,"macon","Flu ED visits pct",2025-11-22,1.22
2025-12-10,"macon","Flu ED visits pct",2025-11-29,1.38
2025-12-10,"macon","Flu ED visits pct",2025-12-06,1.36
2025-12-10,"savannah","Flu ED visits pct",2025-08-02,0.07
2025-12-10,"savannah","Flu ED visits pct",2025-08-09,0
2025-12-10,"savannah","Flu ED visits pct",2025-08-16,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-08-23,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-08-30,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-09-06,0
2025-12-10,"savannah","Flu ED visits pct",2025-09-13,0
2025-12-10,"savannah","Flu ED visits pct",2025-09-20,0.02
2025-12-10,"savannah","Flu ED visits pct",2025-09-27,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-10-04,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-10-11,0.09
2025-12-10,"savannah","Flu ED visits pct",2025-10-18,0.02
2025-12-10,"savannah","Flu ED visits pct",2025-10-25,0.09
2025-12-10,"savannah","Flu ED visits pct",2025-11-01,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-11-08,0.04
2025-12-10,"savannah","Flu ED visits pct",2025-11-15,0.22
2025-12-10,"savannah","Flu ED visits pct",2025-11-22,0.18
2025-12-10,"savannah","Flu ED visits pct",2025-11-29,0.38
2025-12-10,"savannah","Flu ED visits pct",2025-12-06,0.53
2025-12-10,"south-augusta","Flu ED visits pct",2025-08-02,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-08-09,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-08-16,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-08-23,0.04
2025-12-10,"south-augusta","Flu ED visits pct",2025-08-30,0.06
2025-12-10,"south-augusta","Flu ED visits pct",2025-09-06,0.04
2025-12-10,"south-augusta","Flu ED visits pct",2025-09-13,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-09-20,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-09-27,0.06
2025-12-10,"south-augusta","Flu ED visits pct",2025-10-04,0.07
2025-12-10,"south-augusta","Flu ED visits pct",2025-10-11,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-10-18,0.09
2025-12-10,"south-augusta","Flu ED visits pct",2025-10-25,0.07
2025-12-10,"south-augusta","Flu ED visits pct",2025-11-01,0.05
2025-12-10,"south-augusta","Flu ED visits pct",2025-11-08,0.02
2025-12-10,"south-augusta","Flu ED visits pct",2025-11-15,0.13
2025-12-10,"south-augusta","Flu ED visits pct",2025-11-22,0.44
2025-12-10,"south-augusta","Flu ED visits pct",2025-11-29,0.69
2025-12-10,"south-augusta","Flu ED visits pct",2025-12-06,0.36
2025-12-10,"columbus","Flu ED visits pct",2025-08-02,0
2025-12-10,"columbus","Flu ED visits pct",2025-08-09,0.13
2025-12-10,"columbus","Flu ED visits pct",2025-08-16,0.08
2025-12-10,"columbus","Flu ED visits pct",2025-08-23,0.07
2025-12-10,"columbus","Flu ED visits pct",2025-08-30,0.04
2025-12-10,"columbus","Flu ED visits pct",2025-09-06,0
2025-12-10,"columbus","Flu ED visits pct",2025-09-13,0
2025-12-10,"columbus","Flu ED visits pct",2025-09-20,0.08
2025-12-10,"columbus","Flu ED visits pct",2025-09-27,0.08
2025-12-10,"columbus","Flu ED visits pct",2025-10-04,0.04
2025-12-10,"columbus","Flu ED visits pct",2025-10-11,0.04
2025-12-10,"columbus","Flu ED visits pct",2025-10-18,0.08
2025-12-10,"columbus","Flu ED visits pct",2025-10-25,0.08
2025-12-10,"columbus","Flu ED visits pct",2025-11-01,0.04
2025-12-10,"columbus","Flu ED visits pct",2025-11-08,0
2025-12-10,"columbus","Flu ED visits pct",2025-11-15,0.13
2025-12-10,"columbus","Flu ED visits pct",2025-11-22,0.28
2025-12-10,"columbus","Flu ED visits pct",2025-11-29,0.45
2025-12-10,"columbus","Flu ED visits pct",2025-12-06,0.74
2025-12-10,"cherokee","Flu ED visits pct",2025-08-02,0
2025-12-10,"cherokee","Flu ED visits pct",2025-08-09,0.03
2025-12-10,"cherokee","Flu ED visits pct",2025-08-16,0.06
2025-12-10,"cherokee","Flu ED visits pct",2025-08-23,0.06
2025-12-10,"cherokee","Flu ED visits pct",2025-08-30,0.06
2025-12-10,"cherokee","Flu ED visits pct",2025-09-06,0.24
2025-12-10,"cherokee","Flu ED visits pct",2025-09-13,0.15
2025-12-10,"cherokee","Flu ED visits pct",2025-09-20,0.03
2025-12-10,"cherokee","Flu ED visits pct",2025-09-27,0.1
2025-12-10,"cherokee","Flu ED visits pct",2025-10-04,0.09
2025-12-10,"cherokee","Flu ED visits pct",2025-10-11,0
2025-12-10,"cherokee","Flu ED visits pct",2025-10-18,0.18
2025-12-10,"cherokee","Flu ED visits pct",2025-10-25,0.06
2025-12-10,"cherokee","Flu ED visits pct",2025-11-01,0.16
2025-12-10,"cherokee","Flu ED visits pct",2025-11-08,0.45
2025-12-10,"cherokee","Flu ED visits pct",2025-11-15,0.76
2025-12-10,"cherokee","Flu ED visits pct",2025-11-22,1.01
2025-12-10,"cherokee","Flu ED visits pct",2025-11-29,1.07
2025-12-10,"cherokee","Flu ED visits pct",2025-12-06,1.49
2025-12-10,"marietta","Flu ED visits pct",2025-08-02,0.02
2025-12-10,"marietta","Flu ED visits pct",2025-08-09,0.02
2025-12-10,"marietta","Flu ED visits pct",2025-08-16,0.04
2025-12-10,"marietta","Flu ED visits pct",2025-08-23,0.08
2025-12-10,"marietta","Flu ED visits pct",2025-08-30,0.04
2025-12-10,"marietta","Flu ED visits pct",2025-09-06,0.08
2025-12-10,"marietta","Flu ED visits pct",2025-09-13,0.08
2025-12-10,"marietta","Flu ED visits pct",2025-09-20,0.11
2025-12-10,"marietta","Flu ED visits pct",2025-09-27,0.04
2025-12-10,"marietta","Flu ED visits pct",2025-10-04,0.13
2025-12-10,"marietta","Flu ED visits pct",2025-10-11,0.11
2025-12-10,"marietta","Flu ED visits pct",2025-10-18,0.06
2025-12-10,"marietta","Flu ED visits pct",2025-10-25,0.08
2025-12-10,"marietta","Flu ED visits pct",2025-11-01,0.04
2025-12-10,"marietta","Flu ED visits pct",2025-11-08,0.3
2025-12-10,"marietta","Flu ED visits pct",2025-11-15,0.43
2025-12-10,"marietta","Flu ED visits pct",2025-11-22,0.99
2025-12-10,"marietta","Flu ED visits pct",2025-11-29,1.5
2025-12-10,"marietta","Flu ED visits pct",2025-12-06,1.43
2025-12-10,"la-grange","Flu ED visits pct",2025-08-02,0.04
2025-12-10,"la-grange","Flu ED visits pct",2025-08-09,0
2025-12-10,"la-grange","Flu ED visits pct",2025-08-16,0
2025-12-10,"la-grange","Flu ED visits pct",2025-08-23,0.04
2025-12-10,"la-grange","Flu ED visits pct",2025-08-30,0.12
2025-12-10,"la-grange","Flu ED visits pct",2025-09-06,0
2025-12-10,"la-grange","Flu ED visits pct",2025-09-13,0
2025-12-10,"la-grange","Flu ED visits pct",2025-09-20,0.04
2025-12-10,"la-grange","Flu ED visits pct",2025-09-27,0.19
2025-12-10,"la-grange","Flu ED visits pct",2025-10-04,0.08
2025-12-10,"la-grange","Flu ED visits pct",2025-10-11,0.04
2025-12-10,"la-grange","Flu ED visits pct",2025-10-18,0
2025-12-10,"la-grange","Flu ED visits pct",2025-10-25,0.04
2025-12-10,"la-grange","Flu ED visits pct",2025-11-01,0.08
2025-12-10,"la-grange","Flu ED visits pct",2025-11-08,0.15
2025-12-10,"la-grange","Flu ED visits pct",2025-11-15,0.2
2025-12-10,"la-grange","Flu ED visits pct",2025-11-22,0.77
2025-12-10,"la-grange","Flu ED visits pct",2025-11-29,1.39
2025-12-10,"la-grange","Flu ED visits pct",2025-12-06,1.45
2025-12-10,"henry","Flu ED visits pct",2025-08-02,0.04
2025-12-10,"henry","Flu ED visits pct",2025-08-09,0.04
2025-12-10,"henry","Flu ED visits pct",2025-08-16,0.04
2025-12-10,"henry","Flu ED visits pct",2025-08-23,0.05
2025-12-10,"henry","Flu ED visits pct",2025-08-30,0
2025-12-10,"henry","Flu ED visits pct",2025-09-06,0.09
2025-12-10,"henry","Flu ED visits pct",2025-09-13,0.05
2025-12-10,"henry","Flu ED visits pct",2025-09-20,0.04
2025-12-10,"henry","Flu ED visits pct",2025-09-27,0.05
2025-12-10,"henry","Flu ED visits pct",2025-10-04,0.06
2025-12-10,"henry","Flu ED visits pct",2025-10-11,0.02
2025-12-10,"henry","Flu ED visits pct",2025-10-18,0.06
2025-12-10,"henry","Flu ED visits pct",2025-10-25,0.28
2025-12-10,"henry","Flu ED visits pct",2025-11-01,0.43
2025-12-10,"henry","Flu ED visits pct",2025-11-08,0.24
2025-12-10,"henry","Flu ED visits pct",2025-11-15,0.35
2025-12-10,"henry","Flu ED visits pct",2025-11-22,1.11
2025-12-10,"henry","Flu ED visits pct",2025-11-29,1.47
2025-12-10,"henry","Flu ED visits pct",2025-12-06,1.87
2025-12-10,"indiana","Flu ED visits pct",2025-08-02,0.03
2025-12-10,"indiana","Flu ED visits pct",2025-08-09,0.04
2025-12-10,"indiana","Flu ED visits pct",2025-08-16,0.03
2025-12-10,"indiana","Flu ED visits pct",2025-08-23,0.04
2025-12-10,"indiana","Flu ED visits pct",2025-08-30,0.05
2025-12-10,"indiana","Flu ED visits pct",2025-09-06,0.06
2025-12-10,"indiana","Flu ED visits pct",2025-09-13,0.07
2025-12-10,"indiana","Flu ED visits pct",2025-09-20,0.05
2025-12-10,"indiana","Flu ED visits pct",2025-09-27,0.04
2025-12-10,"indiana","Flu ED visits pct",2025-10-04,0.07
2025-12-10,"indiana","Flu ED visits pct",2025-10-11,0.08
2025-12-10,"indiana","Flu ED visits pct",2025-10-18,0.1
2025-12-10,"indiana","Flu ED visits pct",2025-10-25,0.07
2025-12-10,"indiana","Flu ED visits pct",2025-11-01,0.12
2025-12-10,"indiana","Flu ED visits pct",2025-11-08,0.17
2025-12-10,"indiana","Flu ED visits pct",2025-11-15,0.27
2025-12-10,"indiana","Flu ED visits pct",2025-11-22,0.54
2025-12-10,"indiana","Flu ED visits pct",2025-11-29,0.91
2025-12-10,"indiana","Flu ED visits pct",2025-12-06,1.25
2025-12-10,"indianapolis","Flu ED visits pct",2025-08-02,0.01
2025-12-10,"indianapolis","Flu ED visits pct",2025-08-09,0.06
2025-12-10,"indianapolis","Flu ED visits pct",2025-08-16,0.06
2025-12-10,"indianapolis","Flu ED visits pct",2025-08-23,0.04
2025-12-10,"indianapolis","Flu ED visits pct",2025-08-30,0.06
2025-12-10,"indianapolis","Flu ED visits pct",2025-09-06,0.08
2025-12-10,"indianapolis","Flu ED visits pct",2025-09-13,0.12
2025-12-10,"indianapolis","Flu ED visits pct",2025-09-20,0.05
2025-12-10,"indianapolis","Flu ED visits pct",2025-09-27,0.03
2025-12-10,"indianapolis","Flu ED visits pct",2025-10-04,0.04
2025-12-10,"indianapolis","Flu ED visits pct",2025-10-11,0.08
2025-12-10,"indianapolis","Flu ED visits pct",2025-10-18,0.1
2025-12-10,"indianapolis","Flu ED visits pct",2025-10-25,0.09
2025-12-10,"indianapolis","Flu ED visits pct",2025-11-01,0.11
2025-12-10,"indianapolis","Flu ED visits pct",2025-11-08,0.27
2025-12-10,"indianapolis","Flu ED visits pct",2025-11-15,0.3
2025-12-10,"indianapolis","Flu ED visits pct",2025-11-22,0.54
2025-12-10,"indianapolis","Flu ED visits pct",2025-11-29,0.91
2025-12-10,"indianapolis","Flu ED visits pct",2025-12-06,1.11
2025-12-10,"texas","Flu ED visits pct",2025-08-02,0.15
2025-12-10,"texas","Flu ED visits pct",2025-08-09,0.15
2025-12-10,"texas","Flu ED visits pct",2025-08-16,0.18
2025-12-10,"texas","Flu ED visits pct",2025-08-23,0.2
2025-12-10,"texas","Flu ED visits pct",2025-08-30,0.24
2025-12-10,"texas","Flu ED visits pct",2025-09-06,0.26
2025-12-10,"texas","Flu ED visits pct",2025-09-13,0.25
2025-12-10,"texas","Flu ED visits pct",2025-09-20,0.25
2025-12-10,"texas","Flu ED visits pct",2025-09-27,0.26
2025-12-10,"texas","Flu ED visits pct",2025-10-04,0.28
2025-12-10,"texas","Flu ED visits pct",2025-10-11,0.29
2025-12-10,"texas","Flu ED visits pct",2025-10-18,0.36
2025-12-10,"texas","Flu ED visits pct",2025-10-25,0.37
2025-12-10,"texas","Flu ED visits pct",2025-11-01,0.5
2025-12-10,"texas","Flu ED visits pct",2025-11-08,0.86
2025-12-10,"texas","Flu ED visits pct",2025-11-15,1.35
2025-12-10,"texas","Flu ED visits pct",2025-11-22,2.22
2025-12-10,"texas","Flu ED visits pct",2025-11-29,2.76
2025-12-10,"texas","Flu ED visits pct",2025-12-06,2.33
2025-12-10,"san-antonio","Flu ED visits pct",2025-08-02,0.08
2025-12-10,"san-antonio","Flu ED visits pct",2025-08-09,0.05
2025-12-10,"san-antonio","Flu ED visits pct",2025-08-16,0.13
2025-12-10,"san-antonio","Flu ED visits pct",2025-08-23,0.12
2025-12-10,"san-antonio","Flu ED visits pct",2025-08-30,0.09
2025-12-10,"san-antonio","Flu ED visits pct",2025-09-06,0.11
2025-12-10,"san-antonio","Flu ED visits pct",2025-09-13,0.07
2025-12-10,"san-antonio","Flu ED visits pct",2025-09-20,0.12
2025-12-10,"san-antonio","Flu ED visits pct",2025-09-27,0.11
2025-12-10,"san-antonio","Flu ED visits pct",2025-10-04,0.07
2025-12-10,"san-antonio","Flu ED visits pct",2025-10-11,0.14
2025-12-10,"san-antonio","Flu ED visits pct",2025-10-18,0.1
2025-12-10,"san-antonio","Flu ED visits pct",2025-10-25,0.19
2025-12-10,"san-antonio","Flu ED visits pct",2025-11-01,0.17
2025-12-10,"san-antonio","Flu ED visits pct",2025-11-08,0.49
2025-12-10,"san-antonio","Flu ED visits pct",2025-11-15,0.77
2025-12-10,"san-antonio","Flu ED visits pct",2025-11-22,1.18
2025-12-10,"san-antonio","Flu ED visits pct",2025-11-29,1.49
2025-12-10,"san-antonio","Flu ED visits pct",2025-12-06,1.69
2025-12-10,"houston","Flu ED visits pct",2025-08-02,0.18
2025-12-10,"houston","Flu ED visits pct",2025-08-09,0.18
2025-12-10,"houston","Flu ED visits pct",2025-08-16,0.21
2025-12-10,"houston","Flu ED visits pct",2025-08-23,0.24
2025-12-10,"houston","Flu ED visits pct",2025-08-30,0.27
2025-12-10,"houston","Flu ED visits pct",2025-09-06,0.37
2025-12-10,"houston","Flu ED visits pct",2025-09-13,0.34
2025-12-10,"houston","Flu ED visits pct",2025-09-20,0.33
2025-12-10,"houston","Flu ED visits pct",2025-09-27,0.41
2025-12-10,"houston","Flu ED visits pct",2025-10-04,0.47
2025-12-10,"houston","Flu ED visits pct",2025-10-11,0.53
2025-12-10,"houston","Flu ED visits pct",2025-10-18,0.66
2025-12-10,"houston","Flu ED visits pct",2025-10-25,0.64
2025-12-10,"houston","Flu ED visits pct",2025-11-01,0.96
2025-12-10,"houston","Flu ED visits pct",2025-11-08,1.9
2025-12-10,"houston","Flu ED visits pct",2025-11-15,2.96
2025-12-10,"houston","Flu ED visits pct",2025-11-22,4.97
2025-12-10,"houston","Flu ED visits pct",2025-11-29,5.66
2025-12-10,"houston","Flu ED visits pct",2025-12-06,3.79
2025-12-10,"austin","Flu ED visits pct",2025-08-02,0.23
2025-12-10,"austin","Flu ED visits pct",2025-08-09,0.21
2025-12-10,"austin","Flu ED visits pct",2025-08-16,0.2
2025-12-10,"austin","Flu ED visits pct",2025-08-23,0.19
2025-12-10,"austin","Flu ED visits pct",2025-08-30,0.25
2025-12-10,"austin","Flu ED visits pct",2025-09-06,0.21
2025-12-10,"austin","Flu ED visits pct",2025-09-13,0.2
2025-12-10,"austin","Flu ED visits pct",2025-09-20,0.27
2025-12-10,"austin","Flu ED visits pct",2025-09-27,0.19
2025-12-10,"austin","Flu ED visits pct",2025-10-04,0.26
2025-12-10,"austin","Flu ED visits pct",2025-10-11,0.21
2025-12-10,"austin","Flu ED visits pct",2025-10-18,0.3
2025-12-10,"austin","Flu ED visits pct",2025-10-25,0.33
2025-12-10,"austin","Flu ED visits pct",2025-11-01,0.33
2025-12-10,"austin","Flu ED visits pct",2025-11-08,0.45
2025-12-10,"austin","Flu ED visits pct",2025-11-15,0.63
2025-12-10,"austin","Flu ED visits pct",2025-11-22,0.96
2025-12-10,"austin","Flu ED visits pct",2025-11-29,0.94
2025-12-10,"austin","Flu ED visits pct",2025-12-06,1.23
2025-12-10,"dallas","Flu ED visits pct",2025-08-02,0.08
2025-12-10,"dallas","Flu ED visits pct",2025-08-09,0.13
2025-12-10,"dallas","Flu ED visits pct",2025-08-16,0.12
2025-12-10,"dallas","Flu ED visits pct",2025-08-23,0.15
2025-12-10,"dallas","Flu ED visits pct",2025-08-30,0.15
2025-12-10,"dallas","Flu ED visits pct",2025-09-06,0.14
2025-12-10,"dallas","Flu ED visits pct",2025-09-13,0.13
2025-12-10,"dallas","Flu ED visits pct",2025-09-20,0.13
2025-12-10,"dallas","Flu ED visits pct",2025-09-27,0.19
2025-12-10,"dallas","Flu ED visits pct",2025-10-04,0.14
2025-12-10,"dallas","Flu ED visits pct",2025-10-11,0.15
2025-12-10,"dallas","Flu ED visits pct",2025-10-18,0.14
2025-12-10,"dallas","Flu ED visits pct",2025-10-25,0.16
2025-12-10,"dallas","Flu ED visits pct",2025-11-01,0.21
2025-12-10,"dallas","Flu ED visits pct",2025-11-08,0.3
2025-12-10,"dallas","Flu ED visits pct",2025-11-15,0.55
2025-12-10,"dallas","Flu ED visits pct",2025-11-22,0.75
2025-12-10,"dallas","Flu ED visits pct",2025-11-29,1.11
2025-12-10,"dallas","Flu ED visits pct",2025-12-06,1.09
2025-12-10,"el-paso","Flu ED visits pct",2025-08-02,0.06
2025-12-10,"el-paso","Flu ED visits pct",2025-08-09,0.08
2025-12-10,"el-paso","Flu ED visits pct",2025-08-16,0.16
2025-12-10,"el-paso","Flu ED visits pct",2025-08-23,0.12
2025-12-10,"el-paso","Flu ED visits pct",2025-08-30,0.11
2025-12-10,"el-paso","Flu ED visits pct",2025-09-06,0.1
2025-12-10,"el-paso","Flu ED visits pct",2025-09-13,0.17
2025-12-10,"el-paso","Flu ED visits pct",2025-09-20,0.24
2025-12-10,"el-paso","Flu ED visits pct",2025-09-27,0.14
2025-12-10,"el-paso","Flu ED visits pct",2025-10-04,0.37
2025-12-10,"el-paso","Flu ED visits pct",2025-10-11,0.4
2025-12-10,"el-paso","Flu ED visits pct",2025-10-18,0.17
2025-12-10,"el-paso","Flu ED visits pct",2025-10-25,0.32
2025-12-10,"el-paso","Flu ED visits pct",2025-11-01,0.56
2025-12-10,"el-paso","Flu ED visits pct",2025-11-08,0.41
2025-12-10,"el-paso","Flu ED visits pct",2025-11-15,0.68
2025-12-10,"el-paso","Flu ED visits pct",2025-11-22,1.58
2025-12-10,"el-paso","Flu ED visits pct",2025-11-29,2.73
2025-12-10,"el-paso","Flu ED visits pct",2025-12-06,2.59
2025-12-10,"beaumont","Flu ED visits pct",2025-08-02,0.17
2025-12-10,"beaumont","Flu ED visits pct",2025-08-09,0.09
2025-12-10,"beaumont","Flu ED visits pct",2025-08-16,0.1
2025-12-10,"beaumont","Flu ED visits pct",2025-08-23,0.09
2025-12-10,"beaumont","Flu ED visits pct",2025-08-30,0.19
2025-12-10,"beaumont","Flu ED visits pct",2025-09-06,0.14
2025-12-10,"beaumont","Flu ED visits pct",2025-09-13,0.05
2025-12-10,"beaumont","Flu ED visits pct",2025-09-20,0.07
2025-12-10,"beaumont","Flu ED visits pct",2025-09-27,0.09
2025-12-10,"beaumont","Flu ED visits pct",2025-10-04,0.09
2025-12-10,"beaumont","Flu ED visits pct",2025-10-11,0.02
2025-12-10,"beaumont","Flu ED visits pct",2025-10-18,0.05
2025-12-10,"beaumont","Flu ED visits pct",2025-10-25,0.07
2025-12-10,"beaumont","Flu ED visits pct",2025-11-01,0.15
2025-12-10,"beaumont","Flu ED visits pct",2025-11-08,0.31
2025-12-10,"beaumont","Flu ED visits pct",2025-11-15,0.7
2025-12-10,"beaumont","Flu ED visits pct",2025-11-22,1.2
2025-12-10,"beaumont","Flu ED visits pct",2025-11-29,2.87
2025-12-10,"beaumont","Flu ED visits pct",2025-12-06,4.85
2025-12-10,"utah","Flu ED visits pct",2025-08-02,0.05
2025-12-10,"utah","Flu ED visits pct",2025-08-09,0.1
2025-12-10,"utah","Flu ED visits pct",2025-08-16,0.06
2025-12-10,"utah","Flu ED visits pct",2025-08-23,0.06
2025-12-10,"utah","Flu ED visits pct",2025-08-30,0.08
2025-12-10,"utah","Flu ED visits pct",2025-09-06,0.08
2025-12-10,"utah","Flu ED visits pct",2025-09-13,0.12
2025-12-10,"utah","Flu ED visits pct",2025-09-20,0.05
2025-12-10,"utah","Flu ED visits pct",2025-09-27,0.15
2025-12-10,"utah","Flu ED visits pct",2025-10-04,0.17
2025-12-10,"utah","Flu ED visits pct",2025-10-11,0.18
2025-12-10,"utah","Flu ED visits pct",2025-10-18,0.16
2025-12-10,"utah","Flu ED visits pct",2025-10-25,0.15
2025-12-10,"utah","Flu ED visits pct",2025-11-01,0.13
2025-12-10,"utah","Flu ED visits pct",2025-11-08,0.52
2025-12-10,"utah","Flu ED visits pct",2025-11-15,0.7
2025-12-10,"utah","Flu ED visits pct",2025-11-22,1.05
2025-12-10,"utah","Flu ED visits pct",2025-11-29,1.41
2025-12-10,"utah","Flu ED visits pct",2025-12-06,1.67
2025-12-10,"ogden","Flu ED visits pct",2025-08-02,0.08
2025-12-10,"ogden","Flu ED visits pct",2025-08-09,0.13
2025-12-10,"ogden","Flu ED visits pct",2025-08-16,0.1
2025-12-10,"ogden","Flu ED visits pct",2025-08-23,0.05
2025-12-10,"ogden","Flu ED visits pct",2025-08-30,0.07
2025-12-10,"ogden","Flu ED visits pct",2025-09-06,0.15
2025-12-10,"ogden","Flu ED visits pct",2025-09-13,0.09
2025-12-10,"ogden","Flu ED visits pct",2025-09-20,0.05
2025-12-10,"ogden","Flu ED visits pct",2025-09-27,0.23
2025-12-10,"ogden","Flu ED visits pct",2025-10-04,0.28
2025-12-10,"ogden","Flu ED visits pct",2025-10-11,0.29
2025-12-10,"ogden","Flu ED visits pct",2025-10-18,0.2
2025-12-10,"ogden","Flu ED visits pct",2025-10-25,0.05
2025-12-10,"ogden","Flu ED visits pct",2025-11-01,0.2
2025-12-10,"ogden","Flu ED visits pct",2025-11-08,0.68
2025-12-10,"ogden","Flu ED visits pct",2025-11-15,0.84
2025-12-10,"ogden","Flu ED visits pct",2025-11-22,0.63
2025-12-10,"ogden","Flu ED visits pct",2025-11-29,0.94
2025-12-10,"ogden","Flu ED visits pct",2025-12-06,1.05
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-08-02,0.06
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-08-09,0.08
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-08-16,0.03
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-08-23,0.07
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-08-30,0.07
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-09-06,0.05
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-09-13,0.14
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-09-20,0.07
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-09-27,0.17
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-10-04,0.17
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-10-11,0.15
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-10-18,0.13
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-10-25,0.13
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-11-01,0.1
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-11-08,0.5
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-11-15,0.7
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-11-22,1.25
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-11-29,1.71
2025-12-10,"salt-lake-city","Flu ED visits pct",2025-12-06,2.04
2025-12-10,"provo","Flu ED visits pct",2025-08-02,0.05
2025-12-10,"provo","Flu ED visits pct",2025-08-09,0.14
2025-12-10,"provo","Flu ED visits pct",2025-08-16,0.08
2025-12-10,"provo","Flu ED visits pct",2025-08-23,0.05
2025-12-10,"provo","Flu ED visits pct",2025-08-30,0.08
2025-12-10,"provo","Flu ED visits pct",2025-09-06,0.03
2025-12-10,"provo","Flu ED visits pct",2025-09-13,0
2025-12-10,"provo","Flu ED visits pct",2025-09-20,0
2025-12-10,"provo","Flu ED visits pct",2025-09-27,0
2025-12-10,"provo","Flu ED visits pct",2025-10-04,0.08
2025-12-10,"provo","Flu ED visits pct",2025-10-11,0.16
2025-12-10,"provo","Flu ED visits pct",2025-10-18,0.24
2025-12-10,"provo","Flu ED visits pct",2025-10-25,0.32
2025-12-10,"provo","Flu ED visits pct",2025-11-01,0.25
2025-12-10,"provo","Flu ED visits pct",2025-11-08,0.41
2025-12-10,"provo","Flu ED visits pct",2025-11-15,0.73
